Date,Mars Longitude,Saturn Longitude,Pluto Longitude,Mars-Saturn Angle,Mars-Pluto Angle,Saturn-Pluto Angle,Saturn-Pluto Square,Saturn-Pluto Opposition,Mars-Pluto Square,Mars-Pluto Opposition,Mars-Saturn Square,Mars-Saturn Opposition
1925-03-30,64.15983584114946,223.2426751767263,101.41023353000264,159.08283933557684,37.250397688853184,121.83244164672365,False,False,False,False,False,False
1925-04-06,68.65246094383113,222.82619223536463,101.43294517888171,154.1737312915335,32.78048423505058,121.39324705648292,False,False,False,False,False,False
1925-04-13,73.13536307555522,222.3632103356018,101.47477035071172,149.2278472600466,28.339407275156503,120.88843998489007,False,False,False,False,False,False
1925-04-20,77.61022584481246,221.8651669577254,101.5354183435535,144.25494111291295,23.92519249874104,120.32974861417189,False,False,False,False,False,False
1925-04-27,82.07800486862602,221.34462067982838,101.61401339966434,139.26661581120237,19.53600853103832,119.73060728016404,False,False,False,False,False,False
1925-05-04,86.53713424863706,220.81572616852586,101.70964917774293,134.2785919198888,15.172514929105873,119.10607699078292,False,False,False,False,False,False
1925-05-11,90.98643866319397,220.2919742931009,101.82093429120931,129.30553562990696,10.834495628015347,118.4710400018916,False,False,False,False,False,False
1925-05-18,95.42803431226963,219.78606359635847,101.9466253927048,124.35802928408884,6.518591080435172,117.83943820365367,False,False,False,False,False,False
1925-05-25,99.86400794284162,219.31060486167976,102.0852500938703,119.44659691883814,2.221242151028676,117.22535476780946,False,False,False,False,False,False
1925-06-01,104.29378610645905,218.87772696774445,102.23511918993424,114.5839408612854,2.058666916524814,116.64260777781021,False,False,False,False,False,False
1925-06-08,108.7168643998028,218.49759109288894,102.39443405012544,109.78072669308614,6.3224303496773615,116.1031570427635,False,False,False,False,False,False
1925-06-15,113.13541716685246,218.17815821439763,102.56136155704746,105.04274104754516,10.574055609805,115.61679665735016,False,False,False,False,False,False
1925-06-22,117.55229192819144,217.92673968548158,102.7341812797375,100.37444775729014,14.818110648453938,115.19255840574408,False,False,False,False,False,False
1925-06-29,121.96751631935201,217.74908282074867,102.91076353981204,95.78156650139665,19.056752779539977,114.83831928093663,False,False,False,False,False,False
1925-07-06,126.38100611526384,217.64890539741873,103.08916355734253,91.26789928215489,23.291842557921314,114.5597418400762,False,False,False,False,True,False
1925-07-13,130.79474073555463,217.62759695648876,103.26736949334645,86.83285622093413,27.527371242208176,114.36022746314231,False,False,False,False,True,False
1925-07-20,135.21204383367802,217.68643469280292,103.44362671378093,82.4743908591249,31.768417119897094,114.24280797902199,False,False,False,False,False,False
1925-07-27,139.6332792838492,217.82515318753036,103.61563651234232,78.19187390368117,36.01764277150687,114.20951667518804,False,False,False,False,False,False
1925-08-03,144.0585666301807,218.04225678692495,103.78168341779147,73.98369015674425,40.27688321238924,114.26057336913348,False,False,False,False,False,False
1925-08-10,148.48951863303841,218.33443897537157,103.93964409446261,69.84492034233315,44.54987453857581,114.39479488090896,False,False,False,False,False,False
1925-08-17,152.92968773220264,218.69912380484195,104.08807017431991,65.76943607263931,48.84161755788273,114.61105363052204,False,False,False,False,False,False
1925-08-24,157.37960120182083,219.13249192288376,104.2247954229483,61.752890721062926,53.15480577887253,114.90769649993545,False,False,False,False,False,False
